Target,Debtor,Scholarship holder,Course,Admission grade,Curricular units 1st sem (grade),Curricular units 2nd sem (grade)
Dropout,0,0,9085,C: GOOD,F: FAIL,F: FAIL
Dropout,0,1,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9991,B: VERY GOOD,C: GOOD,B: VERY GOOD
Dropout,0,0,9085,C: GOOD,F: FAIL,F: FAIL
Dropout,0,0,9147,F: FAIL,D: SUFFICIENT,F: FAIL
Enrolled,0,0,9147,E: PASS,E: PASS,D: SUFFICIENT
Graduate,0,0,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,8014,E: PASS,D: SUFFICIENT,C: GOOD
Dropout,0,0,9147,C: GOOD,F: FAIL,F: FAIL
Graduate,0,1,9070,D: SUFFICIENT,B: VERY GOOD,C: GOOD
Graduate,0,0,9500,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9773,C: GOOD,C: GOOD,C: GOOD
Dropout,0,0,9500,C: GOOD,C: GOOD,C: GOOD
Dropout,0,1,9773,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9070,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,1,9773,C: GOOD,C: GOOD,C: GOOD
Enrolled,0,0,9991,D: SUFFICIENT,E: PASS,E: PASS
Graduate,0,0,9556,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9556,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9556,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,0,9254,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9773,C: GOOD,C: GOOD,D: SUFFICIENT
Dropout,0,0,9070,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9500,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Dropout,0,0,9085,B: VERY GOOD,B: VERY GOOD,C: GOOD
Graduate,0,1,171,C: GOOD,F: FAIL,F: FAIL
Graduate,0,1,9773,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,0,9991,B: VERY GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,1,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9500,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9500,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9147,E: PASS,E: PASS,E: PASS
Graduate,0,0,9238,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9238,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9003,B: VERY GOOD,B: VERY GOOD,C: GOOD
Graduate,0,0,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9991,B: VERY GOOD,F: FAIL,F: FAIL
Graduate,0,1,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9500,E: PASS,C: GOOD,C: GOOD
Dropout,0,0,9085,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9853,C: GOOD,E: PASS,D: SUFFICIENT
Graduate,0,0,9070,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9147,D: SUFFICIENT,F: FAIL,F: FAIL
Enrolled,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9853,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9991,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Enrolled,0,1,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,1,0,8014,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,1,0,8014,F: FAIL,F: FAIL,F: FAIL
Dropout,0,0,9147,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9119,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9085,D: SUFFICIENT,B: VERY GOOD,C: GOOD
Graduate,1,1,9003,C: GOOD,B: VERY GOOD,C: GOOD
Dropout,0,0,9991,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,1,0,9238,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Graduate,0,1,9254,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,171,C: GOOD,F: FAIL,F: FAIL
Dropout,0,0,9003,C: GOOD,F: FAIL,F: FAIL
Dropout,0,0,9500,C: GOOD,C: GOOD,D: SUFFICIENT
Dropout,0,0,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9670,B: VERY GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,C: GOOD,C: GOOD,C: GOOD
Dropout,0,0,9670,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,1,0,9130,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9238,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,171,C: GOOD,F: FAIL,F: FAIL
Dropout,0,0,9991,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9991,D: SUFFICIENT,F: FAIL,E: PASS
Dropout,0,0,9119,C: GOOD,F: FAIL,F: FAIL
Graduate,0,1,9670,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Graduate,0,0,9003,D: SUFFICIENT,B: VERY GOOD,C: GOOD
Dropout,0,0,9991,C: GOOD,D: SUFFICIENT,E: PASS
Dropout,0,0,9991,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Graduate,0,1,9773,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Enrolled,0,0,9003,C: GOOD,F: FAIL,F: FAIL
Dropout,0,1,9147,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Dropout,1,1,9070,D: SUFFICIENT,C: GOOD,F: FAIL
Graduate,0,0,9670,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9003,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9670,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Dropout,0,0,9147,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9254,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,1,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9070,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,1,9500,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9130,C: GOOD,D: SUFFICIENT,B: VERY GOOD
Dropout,0,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,1,1,9670,C: GOOD,C: GOOD,F: FAIL
Dropout,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9773,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Dropout,1,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9119,D: SUFFICIENT,F: FAIL,D: SUFFICIENT
Dropout,0,0,9254,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,1,0,9991,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9991,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Dropout,0,0,171,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9670,C: GOOD,C: GOOD,C: GOOD
Enrolled,0,0,9670,D: SUFFICIENT,E: PASS,E: PASS
Enrolled,0,0,9991,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9003,C: GOOD,D: SUFFICIENT,C: GOOD
Dropout,1,0,9003,B: VERY GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9500,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9119,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Enrolled,0,0,9500,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,0,9670,E: PASS,C: GOOD,C: GOOD
Enrolled,0,0,9003,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9147,C: GOOD,C: GOOD,B: VERY GOOD
Dropout,1,0,9254,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9991,D: SUFFICIENT,D: SUFFICIENT,F: FAIL
Dropout,0,0,9991,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9991,C: GOOD,F: FAIL,F: FAIL
Dropout,0,0,9147,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9254,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Graduate,0,0,9070,C: GOOD,C: GOOD,D: SUFFICIENT
Dropout,0,0,9119,D: SUFFICIENT,E: PASS,F: FAIL
Dropout,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Enrolled,0,0,9991,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9085,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,0,9991,D: SUFFICIENT,E: PASS,D: SUFFICIENT
Graduate,0,1,9500,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9500,C: GOOD,D: SUFFICIENT,C: GOOD
Dropout,0,0,9130,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9670,C: GOOD,F: FAIL,F: FAIL
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,0,9500,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,1,0,9238,C: GOOD,F: FAIL,F: FAIL
Dropout,0,0,9147,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Dropout,1,0,9119,B: VERY GOOD,B: VERY GOOD,B: VERY GOOD
Enrolled,1,0,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9085,B: VERY GOOD,C: GOOD,C: GOOD
Enrolled,0,0,9254,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9003,C: GOOD,F: FAIL,F: FAIL
Enrolled,0,0,9070,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9670,C: GOOD,D: SUFFICIENT,C: GOOD
Enrolled,0,0,9500,E: PASS,C: GOOD,F: FAIL
Graduate,0,0,9773,C: GOOD,C: GOOD,C: GOOD
Dropout,0,0,9130,F: FAIL,F: FAIL,F: FAIL
Dropout,1,0,9119,B: VERY GOOD,B: VERY GOOD,B: VERY GOOD
Dropout,1,0,9119,C: GOOD,F: FAIL,F: FAIL
Dropout,0,1,9991,C: GOOD,E: PASS,E: PASS
Graduate,0,0,9070,C: GOOD,C: GOOD,C: GOOD
Graduate,0,1,9119,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9119,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9085,E: PASS,F: FAIL,F: FAIL
Graduate,0,0,9070,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9119,C: GOOD,B: VERY GOOD,B: VERY GOOD
Dropout,0,0,9991,D: SUFFICIENT,E: PASS,E: PASS
Enrolled,0,0,9119,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,1,9254,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9130,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9147,E: PASS,E: PASS,E: PASS
Dropout,1,0,9500,E: PASS,E: PASS,E: PASS
Dropout,0,0,9085,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,1,9670,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9003,B: VERY GOOD,C: GOOD,D: SUFFICIENT
Graduate,1,0,9556,C: GOOD,D: SUFFICIENT,C: GOOD
Dropout,0,0,9991,B: VERY GOOD,F: FAIL,F: FAIL
Enrolled,1,0,9147,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Graduate,0,0,8014,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,33,F: FAIL,B: VERY GOOD,D: SUFFICIENT
Dropout,0,0,171,C: GOOD,F: FAIL,F: FAIL
Graduate,0,0,9070,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9773,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9991,C: GOOD,F: FAIL,F: FAIL
Enrolled,0,0,9147,D: SUFFICIENT,F: FAIL,F: FAIL
Enrolled,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Dropout,1,0,9773,C: GOOD,C: GOOD,D: SUFFICIENT
Enrolled,0,0,9130,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9003,C: GOOD,C: GOOD,D: SUFFICIENT
Enrolled,0,0,9003,B: VERY GOOD,C: GOOD,D: SUFFICIENT
Graduate,0,0,9238,C: GOOD,C: GOOD,D: SUFFICIENT
Graduate,0,1,9773,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9147,D: SUFFICIENT,B: VERY GOOD,C: GOOD
Dropout,1,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9773,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Graduate,0,0,9773,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9119,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9773,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9773,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9070,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9119,D: SUFFICIENT,B: VERY GOOD,C: GOOD
Enrolled,1,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Enrolled,0,0,9119,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9119,C: GOOD,D: SUFFICIENT,E: PASS
Enrolled,1,0,9119,E: PASS,C: GOOD,D: SUFFICIENT
Dropout,1,0,9670,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,1,9119,D: SUFFICIENT,B: VERY GOOD,C: GOOD
Dropout,1,0,9238,C: GOOD,C: GOOD,D: SUFFICIENT
Graduate,0,0,9773,C: GOOD,D: SUFFICIENT,C: GOOD
Graduate,0,1,9238,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9085,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9500,C: GOOD,B: VERY GOOD,B: VERY GOOD
Graduate,0,1,9238,C: GOOD,C: GOOD,B: VERY GOOD
Dropout,0,0,8014,D: SUFFICIENT,D: SUFFICIENT,F: FAIL
Graduate,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9238,D: SUFFICIENT,E: PASS,C: GOOD
Dropout,0,0,8014,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,1,9773,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,171,C: GOOD,F: FAIL,F: FAIL
Graduate,0,1,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9500,E: PASS,D: SUFFICIENT,C: GOOD
Dropout,1,0,9773,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Enrolled,1,0,9238,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9254,C: GOOD,D: SUFFICIENT,C: GOOD
Graduate,0,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9773,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Enrolled,1,0,9853,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9773,C: GOOD,C: GOOD,D: SUFFICIENT
Dropout,0,0,9254,E: PASS,F: FAIL,F: FAIL
Graduate,0,1,8014,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,1,9085,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,1,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9238,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9853,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Graduate,0,1,9070,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Enrolled,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,1,9556,D: SUFFICIENT,C: GOOD,B: VERY GOOD
Enrolled,0,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9773,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9238,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9085,C: GOOD,D: SUFFICIENT,C: GOOD
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9991,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9085,B: VERY GOOD,C: GOOD,D: SUFFICIENT
Dropout,1,0,9238,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9773,B: VERY GOOD,C: GOOD,C: GOOD
Graduate,0,0,9085,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9500,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,0,9003,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9070,C: GOOD,C: GOOD,C: GOOD
Dropout,0,0,9147,E: PASS,F: FAIL,F: FAIL
Graduate,1,1,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,171,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9085,B: VERY GOOD,B: VERY GOOD,C: GOOD
Graduate,0,0,9085,B: VERY GOOD,C: GOOD,C: GOOD
Graduate,1,1,8014,C: GOOD,D: SUFFICIENT,C: GOOD
Graduate,0,1,9070,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Graduate,0,0,9070,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,1,0,9238,D: SUFFICIENT,E: PASS,D: SUFFICIENT
Dropout,0,0,9773,C: GOOD,C: GOOD,F: FAIL
Graduate,0,0,9670,C: GOOD,B: VERY GOOD,B: VERY GOOD
Graduate,0,1,9853,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,1,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Enrolled,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Dropout,0,0,9991,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,1,1,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9003,C: GOOD,B: VERY GOOD,B: VERY GOOD
Dropout,0,0,9147,D: SUFFICIENT,E: PASS,D: SUFFICIENT
Dropout,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,F: FAIL
Graduate,0,0,9238,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9130,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,E: PASS
Dropout,1,0,9119,D: SUFFICIENT,E: PASS,D: SUFFICIENT
Dropout,0,0,9670,E: PASS,C: GOOD,F: FAIL
Dropout,0,1,9119,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9991,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9254,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Enrolled,0,0,9254,D: SUFFICIENT,E: PASS,E: PASS
Graduate,0,0,9500,E: PASS,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9085,D: SUFFICIENT,F: FAIL,F: FAIL
Enrolled,0,0,9070,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Enrolled,1,1,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9147,C: GOOD,F: FAIL,F: FAIL
Dropout,0,1,9119,E: PASS,F: FAIL,F: FAIL
Graduate,0,0,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9147,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,1,0,9070,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,1,1,171,B: VERY GOOD,F: FAIL,F: FAIL
Dropout,0,0,9147,D: SUFFICIENT,E: PASS,E: PASS
Dropout,0,0,33,E: PASS,F: FAIL,F: FAIL
Dropout,1,0,9670,D: SUFFICIENT,F: FAIL,F: FAIL
Enrolled,0,0,9147,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Dropout,0,0,9130,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,171,D: SUFFICIENT,F: FAIL,F: FAIL
Dropout,0,0,9147,D: SUFFICIENT,E: PASS,F: FAIL
Dropout,0,0,9670,C: GOOD,C: GOOD,F: FAIL
Enrolled,0,0,9003,D: SUFFICIENT,D: SUFFICIENT,F: FAIL
Dropout,0,0,9070,C: GOOD,E: PASS,F: FAIL
Dropout,0,0,9003,C: GOOD,F: FAIL,F: FAIL
Dropout,1,0,9119,C: GOOD,D: SUFFICIENT,E: PASS
Dropout,0,1,9670,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9003,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9991,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,8014,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,1,0,9003,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9070,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,171,C: GOOD,F: FAIL,F: FAIL
Dropout,0,1,9238,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,1,9119,C: GOOD,D: SUFFICIENT,C: GOOD
Enrolled,0,0,9254,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9119,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9119,D: SUFFICIENT,F: FAIL,D: SUFFICIENT
Dropout,0,0,9670,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Enrolled,0,1,9119,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Graduate,0,1,9670,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,0,9085,D: SUFFICIENT,C: GOOD,B: VERY GOOD
Dropout,0,0,9853,C: GOOD,F: FAIL,F: FAIL
Graduate,0,0,171,C: GOOD,F: FAIL,F: FAIL
Graduate,0,1,9500,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9130,D: SUFFICIENT,F: FAIL,C: GOOD
Dropout,1,0,9500,C: GOOD,F: FAIL,F: FAIL
Graduate,0,0,9070,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,0,9070,C: GOOD,C: GOOD,C: GOOD
Graduate,0,0,9773,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9085,E: PASS,D: SUFFICIENT,F: FAIL
Dropout,0,0,9500,D: SUFFICIENT,C: GOOD,B: VERY GOOD
Graduate,0,0,8014,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Enrolled,0,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Dropout,0,0,9991,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,0,9147,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Dropout,1,0,9238,D: SUFFICIENT,F: FAIL,F: FAIL
Graduate,0,1,9085,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9238,D: SUFFICIENT,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9070,D: SUFFICIENT,D: SUFFICIENT,C: GOOD
Dropout,1,0,9773,D: SUFFICIENT,D: SUFFICIENT,F: FAIL
Enrolled,0,0,9853,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Dropout,0,1,9773,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,0,0,9130,C: GOOD,F: FAIL,F: FAIL
Graduate,0,0,9003,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,1,9238,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,1,1,9085,E: PASS,F: FAIL,F: FAIL
Graduate,0,1,9238,D: SUFFICIENT,C: GOOD,C: GOOD
Dropout,1,0,9085,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
Graduate,0,0,9003,B: VERY GOOD,C: GOOD,C: GOOD
Graduate,0,0,9070,D: SUFFICIENT,C: GOOD,D: SUFFICIENT
Enrolled,0,0,9085,B: VERY GOOD,C: GOOD,C: GOOD
Enrolled,0,0,9556,E: PASS,C: GOOD,D: SUFFICIENT
Graduate,0,0,9500,D: SUFFICIENT,C: GOOD,C: GOOD
Graduate,0,1,9070,C: GOOD,D: SUFFICIENT,D: SUFFICIENT
